"gene_id","gene_name","Lmx1a_E1_R1","Lmx1a_E1_R2","Lmx1a_E1_R3","Lmx1a_E1_R4","Sox3U3_R1","Sox3U3_R2","Sox3U3_R3","Sox3U3_R4"
"ENSGALG00000047604","ENSGALG00000047604",1,1,0,2,1,0,4,0
"ENSGALG00000047004","ENSGALG00000047004",4,1,22,3,13,5,5,2
"ENSGALG00000009104","ANKRD26",281,197,693,646,884,411,238,268
"ENSGALG00000009110","LSM8",874,836,2584,2291,3433,1071,941,750
"ENSGALG00000050588","ENSGALG00000050588",6,1,2,0,9,1,1,6
"ENSGALG00000035009","ENSGALG00000035009",1,0,17,7,24,11,4,15
"ENSGALG00000009134","CTTNBP2",112,75,284,245,352,144,105,120
"ENSGALG00000032986","CFTR",43,35,95,100,213,72,33,48
"ENSGALG00000046777","ENSGALG00000046777",9,13,7,7,44,9,27,8
"ENSGALG00000034574","ASZ1",2,8,47,27,57,28,10,10
"ENSGALG00000030173","WNT2",12,9,34,33,32,13,5,11
"ENSGALG00000037206","ST7",283,200,918,738,1748,921,379,537
"ENSGALG00000028180","RF02184",1,2,5,0,11,5,1,3
"ENSGALG00000043437","CAPZA2",2159,1921,6256,6142,10893,4802,2943,2799
"ENSGALG00000036883","MET",76,98,333,295,589,231,196,167
"ENSGALG00000053448","ENSGALG00000053448",9,7,23,22,21,12,10,3
"ENSGALG00000048658","ENSGALG00000048658",0,1,0,0,1,0,0,0
"ENSGALG00000043287","CAV1",2,3,20,12,22,15,7,2
"ENSGALG00000033295","CAV2",12,22,45,21,127,30,20,41
"ENSGALG00000031934","TES",673,583,1944,3130,3559,1352,692,660
"ENSGALG00000040557","TFEC",17,11,34,18,92,17,17,22
"ENSGALG00000038090","ENSGALG00000038090",12,13,45,29,113,25,36,39
"ENSGALG00000055139","ENSGALG00000055139",2,5,16,10,20,10,22,9
"ENSGALG00000026838","MDFIC",461,393,1117,1328,1919,896,447,465
"ENSGALG00000052419","ENSGALG00000052419",14,7,19,20,79,13,23,33
"ENSGALG00000009424","FOXP2",120,115,417,443,928,490,207,246
"ENSGALG00000052846","ENSGALG00000052846",0,0,0,0,0,1,2,1
"ENSGALG00000053114","ENSGALG00000053114",18,14,56,54,140,85,27,35
"ENSGALG00000029796","ENSGALG00000029796",31,50,85,73,219,80,27,51
"ENSGALG00000009435","PPP1R3A",6,4,7,4,58,8,1,3
"ENSGALG00000047640","ENSGALG00000047640",2,1,10,3,7,4,5,3
"ENSGALG00000051656","ENSGALG00000051656",19,14,58,48,156,24,50,41
"ENSGALG00000009439","GPR85",50,37,131,173,384,138,56,55
"ENSGALG00000025332","gga-mir-1695",0,0,6,0,4,0,0,1
"ENSGALG00000047917","ENSGALG00000047917",5,1,3,3,2,4,4,1
"ENSGALG00000009440","BMT2",130,104,375,258,362,140,97,81
"ENSGALG00000009443","TMEM168",188,137,638,833,1420,637,236,287
"ENSGALG00000033415","ENSGALG00000033415",1,4,14,9,15,3,6,4
"ENSGALG00000009446","LSMEM1",16,15,18,20,73,21,20,11
"ENSGALG00000009448","IFRD1",1298,1068,3357,3945,8359,3692,2222,2186
"ENSGALG00000051998","ENSGALG00000051998",2,1,15,3,28,8,5,2
"ENSGALG00000009454","ZNF277",259,254,819,887,1124,520,293,237
"ENSGALG00000049134","ENSGALG00000049134",1,0,4,0,7,3,0,1
"ENSGALG00000009480","DOCK4",103,155,484,366,662,259,86,133
"ENSGALG00000009485","IMMP2L",88,87,276,265,541,156,79,109
"ENSGALG00000009488","LRRN3",1,7,31,6,59,13,9,0
"ENSGALG00000051277","ENSGALG00000051277",10,2,19,17,15,11,6,15
"ENSGALG00000051026","ENSGALG00000051026",13,15,28,16,104,25,12,17
"ENSGALG00000050505","ENSGALG00000050505",7,9,19,6,49,4,2,4
"ENSGALG00000050401","ENSGALG00000050401",0,0,0,0,4,0,1,0
"ENSGALG00000050996","ENSGALG00000050996",0,3,17,13,27,12,10,12
"ENSGALG00000052984","ENSGALG00000052984",9,3,0,2,13,19,9,1
"ENSGALG00000051116","ENSGALG00000051116",2,13,19,12,46,8,17,3
"ENSGALG00000009492","DNAJB9",570,492,1615,1593,3714,1703,934,1204
"ENSGALG00000009494","THAP5",836,799,2788,2863,4634,2267,1173,1120
"ENSGALG00000009497","AVPR2",2,4,38,2,55,12,3,6
"ENSGALG00000009505","PNPLA8",328,288,1160,1095,2380,955,486,389
"ENSGALG00000009514","NRCAM",70,74,372,219,526,366,160,178
"ENSGALG00000052013","gga-mir-12208",1,0,3,0,3,0,2,0
"ENSGALG00000053908","ENSGALG00000053908",2,5,3,7,11,10,12,3
"ENSGALG00000009523","CNTN1",25,33,88,163,305,174,109,100
"ENSGALG00000053656","ENSGALG00000053656",0,2,9,3,15,5,2,2
"ENSGALG00000048132","ENSGALG00000048132",13,10,24,7,70,21,10,16
"ENSGALG00000009530","PDZRN4",92,75,291,322,512,225,113,134
"ENSGALG00000030765","ENSGALG00000030765",14,10,22,10,54,6,21,4
"ENSGALG00000046845","ENSGALG00000046845",2,5,15,6,36,5,6,5
"ENSGALG00000047659","ENSGALG00000047659",0,2,1,1,16,3,2,9
"ENSGALG00000009532","GXYLT1",479,410,1307,998,968,429,298,235
"ENSGALG00000009540","YAF2",580,423,1365,1259,2033,785,553,506
"ENSGALG00000009544","ZCRB1",529,413,1557,1330,2311,951,587,690
"ENSGALG00000009547","PPHLN1",486,388,1609,2030,3142,1430,703,734
"ENSGALG00000047978","gga-mir-7447",1,1,3,3,12,4,1,6
"ENSGALG00000009556","PRICKLE1",143,153,503,644,1690,583,264,316
"ENSGALG00000053357","ENSGALG00000053357",1,2,23,3,11,5,2,1
"ENSGALG00000054789","ENSGALG00000054789",2,6,13,9,20,9,7,17
"ENSGALG00000050266","ENSGALG00000050266",4,2,14,8,12,6,6,6
"ENSGALG00000047965","ENSGALG00000047965",2,4,6,0,5,1,3,1
"ENSGALG00000050876","ENSGALG00000050876",4,4,24,16,20,24,22,14
"ENSGALG00000009572","ADAMTS20",66,60,192,141,290,104,43,75
"ENSGALG00000009577","PUS7L",136,127,422,439,940,289,109,96
"ENSGALG00000009586","IRAK4",33,35,96,87,246,121,57,36
"ENSGALG00000048820","ENSGALG00000048820",1,0,1,2,5,1,1,0
"ENSGALG00000009595","TWF1",689,591,2083,2626,3986,1888,893,753
"ENSGALG00000009596","TMEM117",10,8,20,29,59,32,26,23
"ENSGALG00000053883","ENSGALG00000053883",9,2,11,9,33,5,3,12
"ENSGALG00000009601","NELL2",257,189,700,644,1004,371,172,193
"ENSGALG00000009603","PRLL",23,12,49,18,29,5,6,16
"ENSGALG00000009604","DBX2",44,35,153,84,354,120,72,65
"ENSGALG00000047926","ENSGALG00000047926",1,0,8,9,7,2,2,1
"ENSGALG00000009638","ANO6",13,20,64,48,162,95,42,48
"ENSGALG00000049596","ENSGALG00000049596",4,3,16,16,41,15,5,13
"ENSGALG00000046889","ENSGALG00000046889",6,1,3,2,14,4,1,3
"ENSGALG00000033074","ARID2",271,225,730,965,2124,1024,417,436
"ENSGALG00000028849","SCAF11",1786,1515,5366,5129,7527,3412,1601,1442
"ENSGALG00000053774","ENSGALG00000053774",2,14,31,15,22,12,27,12
"ENSGALG00000009698","SLC38A1",1441,1204,4425,3408,8093,3855,1716,2218
"ENSGALG00000008497","SLC38A2",2843,2290,8101,8075,21671,10458,4121,4615
"ENSGALG00000025619","RF00003_1",0,0,1,6,10,1,3,0
"ENSGALG00000043800","ENSGALG00000043800",1,0,3,3,20,8,3,0
"ENSGALG00000009730","SLC38A4",4,14,37,23,75,28,14,39
"ENSGALG00000051607","ENSGALG00000051607",3,2,2,4,9,7,5,2
"ENSGALG00000055076","ENSGALG00000055076",6,6,26,22,70,21,19,32
"ENSGALG00000009739","AMIGO2",75,61,200,144,197,115,50,51
"ENSGALG00000009743","RPAP3",396,322,1139,1113,1606,916,506,466
"ENSGALG00000009747","ATP23",489,408,1551,1526,3215,1274,644,792
"ENSGALG00000009755","LRIG3",486,345,1450,1741,3768,1572,550,630
"ENSGALG00000017893","RF00619",0,0,5,1,8,1,0,0
"ENSGALG00000050139","ENSGALG00000050139",0,0,0,0,2,1,0,0
"ENSGALG00000049710","ENSGALG00000049710",0,0,1,1,1,0,0,1
"ENSGALG00000051531","ENSGALG00000051531",0,6,10,3,11,6,0,0
"ENSGALG00000049770","ENSGALG00000049770",25,6,29,21,42,8,9,6
"ENSGALG00000009759","SLC16A7",44,69,154,172,514,120,102,171
"ENSGALG00000050070","ENSGALG00000050070",6,7,16,13,39,18,10,13
"ENSGALG00000052108","ENSGALG00000052108",6,3,20,14,37,6,2,11
"ENSGALG00000019361","TAFA2",6,0,19,3,51,10,8,2
"ENSGALG00000049735","ENSGALG00000049735",3,3,7,5,25,8,3,3
"ENSGALG00000055064","ENSGALG00000055064",2,3,4,1,38,3,9,23
"ENSGALG00000030024","USP15",700,694,2219,2129,4733,1825,983,1093
"ENSGALG00000009795","MON2",348,306,1129,1010,2332,1029,497,455
"ENSGALG00000018237","MIRLET7I",6,0,9,5,13,8,0,0
"ENSGALG00000009805","PPM1H",10,1,23,31,146,91,31,64
"ENSGALG00000051395","ENSGALG00000051395",3,6,11,9,33,18,3,16
"ENSGALG00000049627","ENSGALG00000049627",5,1,17,5,18,5,8,4
"ENSGALG00000040567","AVPR1A",0,2,0,4,17,6,3,2
"ENSGALG00000049150","ENSGALG00000049150",3,8,13,31,25,10,15,7
"ENSGALG00000009815","RXYLT1",211,163,736,612,1283,538,303,241
"ENSGALG00000009825","SRGAP1",678,489,1917,2016,2297,992,548,662
"ENSGALG00000027682","C12orf66",245,257,794,927,2249,876,406,404
"ENSGALG00000049865","RPL18A",7801,5267,21460,19245,32008,10238,6993,6108
"ENSGALG00000025464","RF00263",15,12,56,60,66,26,14,20
"ENSGALG00000009835","XPOT",1066,939,3063,3843,6375,2937,1289,1433
"ENSGALG00000009840","TBK1",184,164,690,474,1339,583,199,323
"ENSGALG00000009842","RASSF3",110,93,375,280,566,226,109,110
"ENSGALG00000009856","GNS",616,459,1750,2620,5195,2133,848,1000
"ENSGALG00000009859","TBC1D30",20,26,153,97,308,96,112,63
"ENSGALG00000039209","WIF1",63,53,241,334,162,96,39,35
"ENSGALG00000009873","LEMD3",149,107,302,183,385,191,64,90
"ENSGALG00000026661","MSRB3",77,59,237,227,929,384,147,239
"ENSGALG00000009875","HMGA2",1483,1495,6357,5868,8713,3513,1285,941
"ENSGALG00000019358","LLPH",1365,1241,3948,3407,4935,1655,1399,1326
"ENSGALG00000009879","ENSGALG00000009879",758,516,2023,1797,4510,1956,979,1435
"ENSGALG00000049353","ENSGALG00000049353",11,0,11,3,19,5,17,8
"ENSGALG00000009885","HELB",40,52,151,129,402,177,53,85
"ENSGALG00000009895","GRIP1",126,137,419,477,1280,564,192,230
"ENSGALG00000033879","CAND1",1222,1054,3494,3322,4536,1619,932,1101
"ENSGALG00000009901","DYRK2",121,111,330,299,276,121,62,99
"ENSGALG00000009903","IFNG",1,0,0,2,0,9,1,2
"ENSGALG00000009904","IL22",7,4,33,9,11,8,1,2
"ENSGALG00000009905","MDM1",329,262,891,790,1421,621,279,313
"ENSGALG00000050641","ENSGALG00000050641",2,8,10,2,18,6,5,7
"ENSGALG00000009927","RAP1B",1547,1366,4469,5418,7893,3584,1528,1558
"ENSGALG00000009934","NUP107",1642,1280,4863,5781,9444,4252,1916,1442
"ENSGALG00000009940","SLC35E3",676,628,1960,2205,3252,1369,502,607
"ENSGALG00000053128","ENSGALG00000053128",2,0,5,2,12,5,0,3
"ENSGALG00000049477","ENSGALG00000049477",7,6,18,17,60,17,0,0
"ENSGALG00000009942","MDM2",367,315,1076,970,2494,1103,452,731
"ENSGALG00000009945","CPM",54,38,123,154,1050,375,195,241
"ENSGALG00000055074","ENSGALG00000055074",5,7,16,6,43,11,11,13
"ENSGALG00000019355","CPSF6",1152,1026,4769,4483,6307,2633,984,812
"ENSGALG00000009963","LYZ",1,0,2,1,3,0,3,0
"ENSGALG00000029135","YEATS4",255,194,738,536,762,264,212,153
"ENSGALG00000009966","FRS2",51,38,202,186,437,129,75,41
"ENSGALG00000009975","CCT2",5974,5677,20574,22366,34578,13999,6919,6835
"ENSGALG00000047495","LRRC10",2,1,5,1,49,8,3,0
"ENSGALG00000010018","CTSEAL",4,3,31,17,55,25,9,31
"ENSGALG00000010029","BEST3",5,4,23,15,39,10,13,11
"ENSGALG00000009959","ENSGALG00000009959",224,136,527,620,3550,1418,944,890
"ENSGALG00000019352","ENSGALG00000019352",4,3,18,9,28,11,16,2
"ENSGALG00000049993","ENSGALG00000049993",1,1,8,2,10,6,2,4
"ENSGALG00000010042","CNOT2",840,777,2911,2806,5359,2373,1158,1162
"ENSGALG00000010044","KCNMB4",39,40,148,58,139,58,29,9
"ENSGALG00000010049","PTPRB",42,49,158,142,295,177,74,105
"ENSGALG00000040855","PTPRR",17,42,75,76,143,100,47,24
"ENSGALG00000046732","ENSGALG00000046732",5,4,7,3,9,3,0,4
"ENSGALG00000010152","TSPAN8",11,4,10,6,69,5,5,5
"ENSGALG00000052678","ENSGALG00000052678",5,4,7,1,24,6,13,10
"ENSGALG00000010163","LGR5",30,32,155,182,172,145,59,33
"ENSGALG00000010177","ZFC3H1",429,423,1490,937,1563,684,273,323
"ENSGALG00000041783","TMEM19",151,165,656,608,1011,511,197,264
"ENSGALG00000010183","RAB21",271,188,635,434,915,289,246,207
"ENSGALG00000052261","ENSGALG00000052261",78,52,130,124,140,72,31,67
"ENSGALG00000010190","TBC1D15",676,654,2146,1988,4581,2200,1098,1147
"ENSGALG00000010198","TPH2",11,24,57,68,112,75,38,29
"ENSGALG00000047615","ENSGALG00000047615",11,2,31,15,40,8,3,14
"ENSGALG00000010200","TRHDE",10,18,47,32,137,34,18,13
"ENSGALG00000052790","ENSGALG00000052790",9,21,73,22,121,10,38,27
"ENSGALG00000053800","ENSGALG00000053800",6,5,3,0,33,10,4,9
"ENSGALG00000054127","ENSGALG00000054127",1,3,2,7,24,2,12,15
"ENSGALG00000010204","KCNC2",8,9,53,74,54,46,8,46
"ENSGALG00000010208","CAPS2",17,13,62,20,212,64,40,31
"ENSGALG00000047516","ENSGALG00000047516",60,38,152,88,266,72,47,66
"ENSGALG00000010222","ENSGALG00000010222",1,1,16,18,42,6,7,2
"ENSGALG00000010223","ENSGALG00000010223",4,0,13,5,16,5,3,5
"ENSGALG00000010224","GLIPR1L",19,6,87,45,126,90,49,41
"ENSGALG00000010227","KRR1",743,595,2031,1885,3900,1430,800,809
"ENSGALG00000039582","ENSGALG00000039582",4,3,25,6,42,9,12,7
"ENSGALG00000034788","ENSGALG00000034788",16,21,87,80,80,39,30,17
"ENSGALG00000010238","NAP1L1",4378,3655,12454,11020,16357,7223,4030,3880
"ENSGALG00000033769","ENSGALG00000033769",19,18,47,32,68,29,21,1
"ENSGALG00000010246","OSBPL8",134,142,456,619,1703,734,283,369
"ENSGALG00000047282","ENSGALG00000047282",2,1,9,0,12,7,6,1
"ENSGALG00000010253","ZDHHC17",524,449,1396,1324,3398,1196,528,609
"ENSGALG00000029921","CSRP2",388,351,1125,1520,5423,972,550,681
"ENSGALG00000031340","E2F7",98,51,209,222,246,116,53,29
"ENSGALG00000034552","ENSGALG00000034552",12,12,69,31,77,5,8,5
"ENSGALG00000054653","ENSGALG00000054653",2,10,21,15,85,16,21,20
"ENSGALG00000047936","ENSGALG00000047936",3,4,33,18,62,14,39,21
"ENSGALG00000010311","NAV3",55,62,163,239,528,296,122,115
"ENSGALG00000049601","ENSGALG00000049601",4,5,3,5,15,2,3,3
"ENSGALG00000041094","SYT1",30,42,66,87,147,92,35,39
"ENSGALG00000010320","PAWR",13,14,30,26,201,59,16,27
"ENSGALG00000050373","ENSGALG00000050373",26,32,25,44,183,28,42,50
"ENSGALG00000046717","ENSGALG00000046717",0,1,0,0,0,3,1,0
"ENSGALG00000010325","PPP1R12A",1292,1177,3669,3387,7355,3288,1698,1938
"ENSGALG00000026490","RPS16",7299,5762,19537,16579,24682,7884,6262,5098
"ENSGALG00000010342","OTOGL",87,74,214,148,495,102,107,168
"ENSGALG00000051132","ENSGALG00000051132",26,17,73,42,142,37,44,37
"ENSGALG00000010935","PTPRQ",51,39,153,86,263,48,73,72
"ENSGALG00000010936","MYF6",17,5,36,37,225,75,39,21
"ENSGALG00000028091","MYF5",5,2,26,8,45,17,10,3
"ENSGALG00000010939","LIN7A",93,81,186,207,525,196,112,102
"ENSGALG00000010940","ACSS3",69,94,239,182,344,92,63,74
"ENSGALG00000010958","PPFIA2",11,29,72,60,187,64,37,60
"ENSGALG00000028648","CCDC59",662,594,1958,1949,2767,1007,651,643
"ENSGALG00000042269","METTL25",150,121,513,401,680,301,137,73
"ENSGALG00000052461","ENSGALG00000052461",0,1,10,2,7,5,0,4
"ENSGALG00000010975","TMTC2",152,121,422,307,347,166,104,34
"ENSGALG00000050280","ENSGALG00000050280",1,3,8,4,16,3,6,5
"ENSGALG00000053239","ENSGALG00000053239",2,2,2,1,15,8,9,6
"ENSGALG00000050123","ENSGALG00000050123",0,3,14,10,11,5,0,7
"ENSGALG00000010992","SLC6A15",340,231,943,855,1560,796,311,387
"ENSGALG00000027103","TSPAN19",10,7,25,28,75,22,13,48
"ENSGALG00000044478","ENSGALG00000044478",96,117,262,148,440,140,63,178
"ENSGALG00000027213","ALX1",215,236,637,300,582,263,140,117
"ENSGALG00000047575","ENSGALG00000047575",3,0,10,11,10,3,7,0
"ENSGALG00000027633","RASSF9",22,19,77,68,289,104,54,65
"ENSGALG00000027192","NTS",18,14,39,44,89,29,55,29
"ENSGALG00000028360","MGAT4C",2,4,25,19,42,5,8,5
"ENSGALG00000045907","ENSGALG00000045907",2,1,11,7,2,0,3,5
"ENSGALG00000053372","ENSGALG00000053372",24,15,35,35,129,34,25,40
"ENSGALG00000045093","ENSGALG00000045093",120,114,226,281,852,304,229,207
"ENSGALG00000011168","C1H12orf29",60,59,221,251,631,247,108,142
"ENSGALG00000049176","ENSGALG00000049176",91,98,235,185,390,147,126,135
"ENSGALG00000051263","ENSGALG00000051263",27,7,63,32,51,38,13,16
"ENSGALG00000011177","ENSGALG00000011177",163,123,487,329,929,437,172,242
"ENSGALG00000033106","TMTC3",640,620,1840,2100,4256,1750,989,1012
"ENSGALG00000011206","KITLG",46,72,175,214,1342,528,268,285
"ENSGALG00000011207","MKP3",683,691,2014,1878,4707,1714,1032,1030
"ENSGALG00000052715","ENSGALG00000052715",15,6,47,15,72,33,8,6
"ENSGALG00000035493","POC1B",566,456,1379,1605,3101,1283,665,680
"ENSGALG00000030550","ATP2B1",584,484,1579,1431,3941,1689,839,1073
"ENSGALG00000051987","ENSGALG00000051987",5,10,32,3,63,17,0,4
"ENSGALG00000054230","ENSGALG00000054230",10,16,56,13,124,14,44,17
"ENSGALG00000052465","ENSGALG00000052465",0,2,0,0,1,1,0,0
"ENSGALG00000048464","ENSGALG00000048464",0,1,0,2,11,3,0,9
"ENSGALG00000011269","EPYC",11,35,101,28,178,28,36,35
"ENSGALG00000011270","KERA",289,240,1087,1235,2107,1364,183,178
"ENSGALG00000011271","LUM",1471,1292,5938,5610,10723,5426,1787,1707
"ENSGALG00000011274","DCN",620,642,2327,2347,6868,3119,828,809
"ENSGALG00000052564","ENSGALG00000052564",3,2,21,7,11,4,5,5
"ENSGALG00000047529","ENSGALG00000047529",19,12,39,25,200,20,39,36
"ENSGALG00000048220","ENSGALG00000048220",14,9,65,32,148,36,38,34
"ENSGALG00000054813","ENSGALG00000054813",7,6,21,23,65,13,5,17
"ENSGALG00000052884","ENSGALG00000052884",1,2,22,9,26,13,6,5
"ENSGALG00000011276","BTG1",1871,1802,6302,5438,13008,6217,2718,1790
"ENSGALG00000011277","C12orf74",18,23,54,21,109,23,27,12
"ENSGALG00000011280","EEA1",450,483,1637,1420,1855,1036,348,533
"ENSGALG00000050074","ENSGALG00000050074",0,0,8,0,2,1,0,0
"ENSGALG00000049080","ENSGALG00000049080",1,4,2,0,9,2,0,2
"ENSGALG00000054097","ENSGALG00000054097",8,10,30,9,50,8,21,28
"ENSGALG00000011285","ENSGALG00000011285",254,184,631,583,988,404,210,184
"ENSGALG00000030515","UBE2N",3058,2680,9599,10038,16427,6556,3595,3365
"ENSGALG00000011293","MRPL42",733,625,2176,2150,3543,1247,888,908
"ENSGALG00000054172","ENSGALG00000054172",69,72,339,269,428,193,87,66
"ENSGALG00000050619","SOCS2",22,16,71,47,126,75,25,22
"ENSGALG00000011297","CRADD",143,128,445,509,1043,366,218,201
"ENSGALG00000049110","ENSGALG00000049110",0,2,8,6,24,21,1,6
"ENSGALG00000011309","PLXNC1",372,317,1091,746,1031,533,395,290
"ENSGALG00000019336","CEP83",157,173,546,586,1067,412,180,235
"ENSGALG00000011320","TMCC3",71,52,237,206,569,189,108,140
"ENSGALG00000011323","SNAPC3",163,179,849,761,1057,431,156,70
"ENSGALG00000051437","ENSGALG00000051437",10,7,1,5,13,4,9,3
"ENSGALG00000011325","NDUFA12",915,798,2327,2299,4599,1431,1108,1141
"ENSGALG00000011327","NR2C1",444,324,1351,1514,3352,1641,708,751
"ENSGALG00000011342","FGD6",153,102,324,333,422,194,79,101
"ENSGALG00000011357","VEZT",466,390,1311,1385,3409,1587,668,675
"ENSGALG00000048536","ENSGALG00000048536",4,9,34,9,36,16,17,13
"ENSGALG00000011377","METAP2",658,511,1544,1256,1320,552,391,372
"ENSGALG00000028788","RF00001",1,2,9,0,0,1,1,0
"ENSGALG00000011400","USP44",302,300,942,1032,2073,1025,364,438
"ENSGALG00000011406","NTN4",6,5,20,5,78,31,26,48
"ENSGALG00000011409","SNRPF",2413,1873,6491,5495,8905,2571,2141,1632
"ENSGALG00000011414","AMDHD1",71,55,209,207,320,91,64,39
"ENSGALG00000011421","HAL",39,39,199,126,199,84,31,32
"ENSGALG00000033709","LTA4H",1198,1141,3911,4320,6915,3000,1421,1645
"ENSGALG00000047244","ENSGALG00000047244",2,2,17,7,27,8,7,3
"ENSGALG00000043701","ELK3",1299,1066,3772,4159,5434,2648,1695,1693
"ENSGALG00000011456","CDK17",234,190,995,636,1147,504,271,203
"ENSGALG00000011459","ENSGALG00000011459",7,9,61,33,92,36,24,29
"ENSGALG00000047489","ENSGALG00000047489",18,18,18,10,67,14,7,19
"ENSGALG00000030853","ENSGALG00000030853",25,22,101,37,150,46,31,45
"ENSGALG00000031699","NEDD1",342,375,1123,947,1984,870,457,599
"ENSGALG00000048130","ENSGALG00000048130",7,2,11,5,35,7,8,9
"ENSGALG00000025410","gga-mir-1691",1,0,2,6,18,3,4,5
"ENSGALG00000025889","RF01967",1,1,4,2,18,2,0,6
"ENSGALG00000026407","RF01968",4,3,7,3,16,6,3,1
"ENSGALG00000029125","RF01969",0,0,0,0,7,1,0,3
"ENSGALG00000026453","RF01970",1,2,5,3,11,1,0,2
"ENSGALG00000018238","gga-mir-135a-2",1,2,7,1,5,1,4,0
"ENSGALG00000042203","ENSGALG00000042203",2,1,17,16,8,14,12,5
"ENSGALG00000019331","ENSGALG00000019331",5,3,7,3,15,3,13,15
"ENSGALG00000011504","TMPO",3796,3138,11260,13320,22360,9873,4894,4141
"ENSGALG00000011514","SLC25A3",7288,5628,21372,21147,39825,16561,7786,6945
"ENSGALG00000024964","RF00563",13,5,28,19,13,12,10,3
"ENSGALG00000026284","IKBIP",95,85,256,168,531,217,105,294
"ENSGALG00000011531","APAF1",87,95,331,388,1058,447,227,271
"ENSGALG00000011549","ANKS1B",37,47,154,88,264,119,64,39
"ENSGALG00000011557","UHRF1BP1L",152,98,359,295,682,272,124,76
"ENSGALG00000040976","ACTR6",1867,1664,5610,6042,10413,4127,2429,2175
"ENSGALG00000011569","SCYL2",205,176,723,474,1362,745,344,479
"ENSGALG00000041122","SLC17A8",7,9,17,6,63,33,11,15
"ENSGALG00000011594","NR1H4",4,10,31,30,39,25,5,5
"ENSGALG00000028373","GAS2L3",78,89,280,283,627,273,135,63
"ENSGALG00000052442","ENSGALG00000052442",1,0,6,3,3,2,0,1
"ENSGALG00000011614","ANO4",12,16,29,13,97,42,19,28
"ENSGALG00000011633","SLC5A8",9,14,31,30,64,20,15,25
"ENSGALG00000011643","UTP20",829,712,2723,2424,3586,1933,840,930
"ENSGALG00000011651","ARL1",1539,1423,4743,4682,9264,3920,1980,2711
"ENSGALG00000011662","NUP205",1194,898,3722,4461,8080,3006,1320,1280
"ENSGALG00000011682","CNOT4",290,257,1163,966,1868,676,272,306
"ENSGALG00000011717","ENSGALG00000011717",10,8,56,39,50,48,16,33
"ENSGALG00000011722","STRA8",2,0,4,0,8,4,10,1
"ENSGALG00000011724","WDR91",666,613,2154,2602,4469,1996,933,848
"ENSGALG00000048831","ENSGALG00000048831",14,16,49,42,73,36,8,20
"ENSGALG00000044155","TMEM140",9,9,45,69,101,11,20,34
"ENSGALG00000049974","ENSGALG00000049974",3,2,5,3,34,10,1,9
"ENSGALG00000011727","AGBL3",4,2,20,6,13,7,5,18
"ENSGALG00000025735","PDE6H",2,2,1,4,28,12,3,7
"ENSGALG00000011738","ARHGDIB",1639,1429,5783,5605,10070,4914,2134,2213
"ENSGALG00000011739","ERP27",3,0,18,15,35,11,7,7
"ENSGALG00000011740","MGP",6,14,15,23,76,41,12,31
"ENSGALG00000028560","OC3",1,3,6,13,11,8,1,0
"ENSGALG00000011742","ART4",13,13,75,68,133,52,34,21
"ENSGALG00000011743","SMCO3",1,0,12,5,22,1,3,8
"ENSGALG00000011745","ENSGALG00000011745",1070,1051,3332,3230,5483,2065,1082,1098
"ENSGALG00000049268","H2A-VII",0,0,13,15,32,9,2,4
"ENSGALG00000050451","ENSGALG00000050451",0,0,0,0,0,0,0,0
"ENSGALG00000011747","ENSGALG00000011747",923,761,2900,2631,3666,1054,688,479
"ENSGALG00000050350","HIST1H2B7",12,17,68,53,119,26,20,35
"ENSGALG00000048231","ENSGALG00000048231",7,2,13,16,26,7,5,2
"ENSGALG00000053680","HIST1H46L2",3,7,19,20,47,13,11,10
"ENSGALG00000031571","H2A-VII_1",0,0,3,5,4,0,0,0
"ENSGALG00000048795","ENSGALG00000048795",0,0,0,0,0,0,0,0
"ENSGALG00000049408","HIST1H2B8",19,20,59,48,116,48,29,51
"ENSGALG00000038969","HIST2H3L",12,9,45,26,69,24,10,13
"ENSGALG00000037322","HIST1H46",2,4,5,2,9,1,1,6
"ENSGALG00000036908","ENSGALG00000036908",12,5,23,15,11,9,2,5
"ENSGALG00000053262","HIST2H4B",3,7,19,13,29,11,10,6
"ENSGALG00000049859","H2A-IX",39,27,136,107,110,46,39,22
"ENSGALG00000049629","ENSGALG00000049629",0,0,0,0,0,0,0,0
"ENSGALG00000049751","ENSGALG00000049751",38,23,100,81,202,31,39,26
"ENSGALG00000031159","HIST1H110",6,12,40,29,56,22,20,14
"ENSGALG00000047126","ENSGALG00000047126",29,19,73,46,139,41,50,32
"ENSGALG00000035244","ENSGALG00000035244",45,49,219,120,192,72,56,57
"ENSGALG00000051325","ENSGALG00000051325",21,5,59,57,144,54,17,20
"ENSGALG00000048097","HIST1H4C",74,50,214,228,367,147,83,94
"ENSGALG00000034631","ENSGALG00000034631",48,37,127,104,161,60,21,25
"ENSGALG00000037167","HIST1H103",2956,2444,9556,7353,14131,3902,2766,1606
